PedidoID,CategoriaID,CategoriaNome,CategoriaDescricao,ClienteID,ClienteNome,ClienteContato,ClienteCidade,ClientePaisID,ClientePais,Vendas Custo,Margem Bruta,Vendas,Desconto,Frete,Qtde,Data,VendedorID,ProdutoID,ProdutoNome,TransportadoraID,FornecedorID
10480,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,"646,0884","134,21","780,30","0,00","26,41",30,24/01/2010,6,47,Lundenhagen Boots,1,22
10634,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,"1227,0285","287,82","1514,85","0,00","52,12",15,20/06/2011,6,51,Snake Boots,1,24
10472,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,"1351,6438","280,78","1632,42","0,00","61,00",18,16/01/2010,6,51,Snake Boots,1,24
10663,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,"1568,646","464,78","2033,43","96,83","47,54",20,15/10/2011,6,51,Snake Boots,1,24
10558,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,"1588,9367","239,66","1828,60","0,00","77,38",20,10/08/2010,6,51,Snake Boots,1,24
10555,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,"1647,702","793,34","2441,04","406,84","50,88",20,08/04/2010,6,51,Snake Boots,1,24
11030,6,Men´s Footwear,Men Shoes,23,Champes,Jaques Wilneuve,Lille,FRA,France,"7108,7436","2966,01","10074,75","2014,95","32,34",60,21/02/2012,6,29,Davenport,1,12
10375,7,Children´s wear,3-15 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"279,8064","44,04","323,85","0,00","70,91",15,12/10/2009,6,14,Kool Sunglasses,1,6
10555,7,Children´s wear,3-15 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"521,478","251,08","772,56","128,76","50,88",30,08/04/2010,6,14,Kool Sunglasses,1,6
10634,7,Children´s wear,3-15 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"1045,2645","245,19","1290,45","0,00","52,12",35,20/06/2011,6,7,Conserve Shoes,1,3
10558,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"2,4057","0,56","2,97","0,00","77,38",3,10/08/2010,6,73,Mehmet-Napp,1,17
10408,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"32,4576","6,74","39,20","0,00","71,84",10,14/10/2010,6,37,Mehmet-Skor,1,17
10966,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"32,4593","0,90","33,36","0,00","23,19",8,24/01/2012,6,37,Mehmet-Skor,1,17
10316,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"77,4144","12,19","89,60","0,00","38,95",10,03/08/2010,6,41,Duck Shirt,1,19
11038,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"78,3657","28,25","106,62","17,77","31,88",5,25/02/2012,6,40,Duck Trousers,1,19
10454,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"99,1116","44,53","143,64","23,94","76,76",10,25/02/2010,6,46,Rodbye Troje,1,21
10482,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"152,0496","23,85","175,90","0,00","44,07",10,25/01/2010,6,40,Duck Trousers,1,19
10655,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"169,614","81,67","251,28","41,88","61,06",20,09/07/2011,6,41,Duck Shirt,1,19
10633,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"254,4048","106,79","361,19","47,11","40,81",13,18/02/2011,6,13,Aino Shoes,1,6
10663,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"469,962","139,25","609,21","29,01","47,54",30,15/10/2011,6,40,Duck Trousers,1,19
10789,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"594,7627","101,24","696,00","0,00","31,92",30,27/04/2011,6,18,Deuce shirt,1,7
10634,8,Babywear,0-3 Years,23,Champes,Jaques Wilneuve,Lille,FRA,France,"1119,015","262,49","1381,50","0,00","52,12",50,20/06/2011,6,18,Deuce shirt,1,7
10452,2,Womens wear,Fashion for Women,71,Sunny Ski Store,Perry Farell,Boise,USA,USA,"6699,348","1796,20","8495,55","404,55","33,50",100,24/02/2010,9,44,Okkaba Skin Jackets,2,20
10398,3,Sportwear,Sports…,71,Sunny Ski Store,Perry Farell,Boise,USA,USA,"3715,0704","1220,41","4935,48","448,68","27,57",120,05/09/2010,3,55,Feiss Fleece Trousers,2,25
10398,4,Bath Clothes,Beachwear,71,Sunny Ski Store,Perry Farell,Boise,USA,USA,"146,3896","17,11","163,50","0,00","27,57",30,05/09/2010,3,35,LA. Shorts,2,16
10452,7,Children´s wear,3-15 Years,71,Sunny Ski Store,Perry Farell,Boise,USA,USA,"609,6978","126,65","736,35","0,00","33,50",15,24/02/2010,9,28,RDL Suit,2,12
10596,1,Men´s Clothes,Fashion for Men,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"181,521","87,40","268,92","44,82","57,12",30,16/05/2011,3,75,Bow tie,2,12
10504,1,Men´s Clothes,Fashion for Men,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"203,688","42,31","246,00","0,00","37,89",12,17/04/2010,9,2,Mr X Trousers,2,1
10469,1,Men´s Clothes,Fashion for Men,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"581,5872","226,17","807,76","105,36","61,04",40,14/01/2010,3,2,Mr X Trousers,2,1
10469,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"112,9061","43,91","156,81","20,45","61,04",2,14/01/2010,3,44,Okkaba Skin Jackets,2,20
10483,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"349,4988","93,71","443,21","21,11","36,66",30,27/02/2011,2,77,Skirt,2,12
10596,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"400,7124","142,46","543,17","90,53","57,12",24,16/05/2011,3,63,Serve-Shirt,2,7
10504,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"516,0096","107,19","623,20","0,00","37,89",10,17/04/2010,9,53,Jumpin Jack Flash Dress,2,24
10344,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"628,3872","98,91","727,30","0,00","22,69",35,07/09/2009,2,4,Oyaki Kimono,2,2
10344,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"1222,6774","474,82","1697,50","339,50","22,69",70,07/09/2009,2,8,Tuxedo,2,3
11032,2,Womens wear,Fashion for Women,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"1886,598","252,40","2139,00","0,00","30,60",25,22/03/2012,9,38,Le Baby Dress,2,18
11066,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"24,7666","3,31","28,08","0,00","57,37",3,06/03/2012,9,16,Wimbledon T-Shirt,2,7
10693,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"52,731","22,13","74,87","9,77","25,54",30,11/08/2011,2,69,Racing Truck  Socks,2,15
10861,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"77,6601","10,39","88,05","0,00","44,72",3,04/04/2012,3,62,Sheat Shoes,2,29
10504,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"106,812","22,19","129,00","0,00","37,89",12,17/04/2010,9,21,Basket Shoes,2,8
11032,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"205,8588","27,54","233,40","0,00","30,60",30,22/03/2012,9,59,Rasta WCT,2,28
10469,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"277,0488","107,74","384,79","50,19","61,04",35,14/01/2010,3,16,Wimbledon T-Shirt,2,7
10861,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"324,2232","43,38","367,60","0,00","44,72",40,04/04/2012,3,21,Basket Shoes,2,8
11066,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"363,4016","48,62","412,02","0,00","57,37",42,06/03/2012,9,19,Squash Shorts,2,8
10723,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"389,4075","91,34","480,75","0,00","37,82",15,04/09/2011,2,26,Bike Helmet,2,11
10504,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"538,614","111,89","650,50","0,00","37,89",25,17/04/2010,9,61,Adihash Running Shoe,2,29
10861,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"812,1897","108,66","920,85","0,00","44,72",35,04/04/2012,3,33,Car Boots,2,15
10904,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"824,229","110,27","934,50","0,00","72,68",35,30/12/2011,3,62,Sheat Shoes,2,29
10269,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"1420,416","305,78","1726,20","82,20","54,26",60,07/03/2010,3,33,Car Boots,2,15
10693,3,Sportwear,Sports…,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"1800,144","755,62","2555,76","333,36","25,54",60,11/08/2011,2,54,Patamonia Fleece Jacket,2,25
10740,4,Bath Clothes,Beachwear,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"170,1","81,90","252,00","42,00","25,96",35,18/04/2011,3,35,LA. Shorts,2,16
10269,4,Bath Clothes,Beachwear,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"210,2976","45,27","255,57","12,17","54,26",20,07/03/2010,3,72,Rossi Shorts,2,14
10483,4,Bath Clothes,Beachwear,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"231,84","62,16","294,00","14,00","36,66",35,27/02/2011,2,34,Baywatch Bikkini,2,16
11066,4,Bath Clothes,Beachwear,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"234,3033","31,35","265,65","0,00","57,37",35,06/03/2012,9,34,Baywatch Bikkini,2,16
10596,5,Ladies´Footwear,Ladies Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"145,4355","70,02","215,46","35,91","57,12",5,16/05/2011,3,56,High Heels Shoes,2,26
10740,5,Ladies´Footwear,Ladies Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"449,5176","216,43","665,95","110,99","25,96",14,18/04/2011,3,56,High Heels Shoes,2,26
10693,6,Men´s Footwear,Men Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"182,4293","29,37","211,80","0,00","25,54",6,11/08/2011,2,9,Fuji Boots,2,4
10740,6,Men´s Footwear,Men Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"302,292","145,55","447,84","74,64","25,96",40,18/04/2011,3,45,Danske Treshoe,2,21
10696,6,Men´s Footwear,Men Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"412,776","96,82","509,60","0,00","40,47",20,13/08/2011,3,17,TieBreak Tennis shoes,2,7
10861,6,Men´s Footwear,Men Shoes,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"940,5472","125,83","1066,38","0,00","44,72",42,04/04/2012,3,17,TieBreak Tennis shoes,2,7
10740,7,Children´s wear,3-15 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"170,5455","82,11","252,66","42,11","25,96",5,18/04/2011,3,28,RDL Suit,2,12
10693,8,Babywear,0-3 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"14,337","6,02","20,36","2,66","25,54",15,11/08/2011,2,73,Mehmet-Napp,2,17
10696,8,Babywear,0-3 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"175,2516","41,11","216,36","0,00","40,47",18,13/08/2011,3,46,Rodbye Troje,2,21
11032,8,Babywear,0-3 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"230,9076","30,89","261,80","0,00","30,60",35,22/03/2012,9,36,Mehmet-Tröja,2,17
10861,8,Babywear,0-3 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"420,3612","56,24","476,60","0,00","44,72",20,04/04/2012,3,18,Deuce shirt,2,7
10904,8,Babywear,0-3 Years,89,Nirvana Stores,Alice Chain,Seattle,USA,USA,"591,2487","79,10","670,35","0,00","72,68",15,30/12/2011,3,58,Ga-Ga Dress,2,27
10358,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"36,6336","7,89","44,52","2,12","61,24",10,24/02/2012,1,24,Samba Socker  Socks,3,10
10446,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"69,7176","22,90","92,62","8,42","40,45",20,18/01/2010,1,24,Samba Socker  Socks,3,10
10577,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"135,432","31,77","167,20","0,00","33,52",20,28/04/2011,1,75,Bow tie,3,12
10822,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"146,4318","34,35","180,78","0,00","67,33",6,13/05/2012,1,70,US-Master Jeans,3,7
10514,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"305,118","63,38","368,50","0,00","40,04",50,28/05/2010,1,75,Bow tie,3,12
10935,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"391,7403","52,41","444,15","0,00","45,44",21,14/03/2012,1,1,Lenin Jeansshorts,3,1
10918,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"1029,294","429,46","1458,75","291,75","34,42",60,11/06/2012,1,1,Lenin Jeansshorts,3,1
10401,1,Men´s Clothes,Fashion for Men,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"1509,7752","313,62","1823,40","0,00","35,90",60,18/10/2010,1,71,Atles Lussekofta,3,15
10602,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"53,0145","28,80","81,81","16,36","47,74",5,22/05/2011,1,77,Skirt,3,12
10493,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"117,8658","38,72","156,59","14,24","21,74",15,06/02/2010,1,65,Stretch oui-pants,3,2
10401,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"150,0336","31,17","181,20","0,00","35,90",20,18/10/2010,1,65,Stretch oui-pants,3,2
10493,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"165,0204","54,21","219,23","19,93","21,74",10,06/02/2010,1,66,Langoste Shirt,3,2
10577,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"177,8927","37,21","215,10","0,00","33,52",18,28/04/2011,1,77,Skirt,3,12
10511,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"181,9116","70,74","252,66","32,96","30,11",10,24/05/2010,1,8,Tuxedo,3,3
10514,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"361,3885","67,61","429,00","0,00","40,04",39,28/05/2010,1,65,Stretch oui-pants,3,2
10977,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"382,4352","51,16","433,60","0,00","65,21",20,30/01/2012,1,63,Serve-Shirt,3,7
10577,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"508,032","119,17","627,20","0,00","33,52",10,28/04/2011,1,39,Terence Top,3,18
10511,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"987,804","384,15","1371,95","178,95","30,11",50,24/05/2010,1,4,Oyaki Kimono,3,2
10977,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"1601,8884","214,31","1816,20","0,00","65,21",30,30/01/2012,1,39,Terence Top,3,18
11033,2,Womens wear,Fashion for Women,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"3417,309","844,64","4261,95","387,45","72,57",70,22/03/2012,1,53,Jumpin Jack Flash Dress,3,24
10493,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"15,4836","5,09","20,57","1,87","21,74",10,06/02/2010,1,69,Racing Truck  Socks,3,15
10746,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"67,068","15,73","82,80","0,00","34,33",40,24/09/2011,1,69,Racing Truck  Socks,3,15
11033,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"72,0025","13,14","85,14","7,74","72,57",36,22/03/2012,1,69,Racing Truck  Socks,3,15
10822,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"76,7838","11,51","88,29","0,00","67,33",3,13/05/2012,1,62,Sheat Shoes,3,29
10446,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"92,0074","30,22","122,23","11,11","40,45",12,18/01/2010,1,19,Squash Shorts,3,8
10918,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"110,4705","46,09","156,56","31,31","34,42",25,11/06/2012,1,60,Game Over T-Shirt,3,28
10779,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"155,52","36,48","192,00","0,00","32,38",20,21/03/2011,1,16,Wimbledon T-Shirt,3,7
10383,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"191,6406","39,81","231,45","0,00","57,13",15,29/02/2012,1,50,Finnish Swimsuit,3,23
10746,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"207,6192","48,70","256,32","0,00","34,33",9,24/09/2011,1,62,Sheat Shoes,3,29
10574,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"243,243","57,06","300,30","0,00","71,84",10,24/10/2011,1,62,Sheat Shoes,3,29
10574,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"313,551","73,55","387,10","0,00","71,84",14,24/10/2011,1,33,Car Boots,3,15
10930,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"371,1492","15,13","386,28","0,00","47,70",36,11/10/2012,1,21,Basket Shoes,3,8
10779,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"502,3099","102,29","604,60","0,00","32,38",20,21/03/2011,1,62,Sheat Shoes,3,29
10930,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"876,708","316,09","1192,80","198,80","47,70",25,11/10/2012,1,55,Feiss Fleece Trousers,3,25
10930,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"1012,7721","26,73","1039,50","0,00","47,70",25,11/10/2012,1,27,Tracksuit,3,11
10514,3,Sportwear,Sports…,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"2842,6648","590,51","3433,17","0,00","40,04",39,28/05/2010,1,20,Tennis Suit,3,8
10446,4,Bath Clothes,Beachwear,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"20,5427","6,75","27,29","2,48","40,45",3,18/01/2010,1,31,Rossi Bermuda Shorts,3,14
10358,4,Bath Clothes,Beachwear,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"73,1107","13,62","86,73","4,13","61,24",10,24/02/2012,1,34,Baywatch Bikkini,3,16
10935,5,Ladies´Footwear,Ladies Shoes,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"64,3507","26,85","91,20","18,24","45,44",8,14/03/2012,1,23,DSW,3,9
10574,5,Ladies´Footwear,Ladies Shoes,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"172,4328","40,45","212,88","0,00","71,84",6,24/10/2011,1,64,WFS shoes,3,12
10586,5,Ladies´Footwear,Ladies Shoes,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"264,4164","110,99","375,41","48,97","57,06",4,07/10/2011,1,52,Small Crocodile Boots,3,24
10746,5,Ladies´Footwear,Ladies Shoes,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"337,2516","79,11","416,36","0,00","34,33",28,24/09/2011,1,42,Balett Shoes,3,20
10383,5,Ladies´Footwear,Ladies Shoes,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"684,2592","142,14","826,40","0,00","57,13",20,29/02/2012,1,56,High Heels Shoes,3,26
10446,5,Ladies´Footwear,Ladies Shoes,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"953,3592","313,18","1266,54","115,14","40,45",15,18/01/2010,1,52,Small Crocodile Boots,3,24
10514,5,Ladies´Footwear,Ladies Shoes,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"2214,6516","460,05","2674,70","0,00","40,04",70,28/05/2010,1,56,High Heels Shoes,3,26
10401,5,Ladies´Footwear,Ladies Shoes,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"2556,2446","247,96","2804,20","0,00","35,90",70,18/10/2010,1,56,High Heels Shoes,3,26
10977,6,Men´s Footwear,Men Shoes,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"714,1554","95,54","809,70","0,00","65,21",30,30/01/2012,1,47,Lundenhagen Boots,3,22
10977,6,Men´s Footwear,Men Shoes,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"923,895","123,61","1047,50","0,00","65,21",10,30/01/2012,1,51,Snake Boots,3,24
10514,7,Children´s wear,3-15 Years,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"1339,7454","278,30","1618,05","0,00","40,04",35,28/05/2010,1,28,RDL Suit,3,12
10511,7,Children´s wear,3-15 Years,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"1758,672","683,93","2442,60","318,60","30,11",50,24/05/2010,1,7,Conserve Shoes,3,3
10574,8,Babywear,0-3 Years,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"31,2498","7,33","38,58","0,00","71,84",2,24/10/2011,1,40,Duck Trousers,3,19
10935,8,Babywear,0-3 Years,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"87,1063","36,34","123,45","24,69","45,44",4,14/03/2012,1,18,Deuce shirt,3,7
10746,8,Babywear,0-3 Years,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"117,0288","27,45","144,48","0,00","34,33",6,24/09/2011,1,13,Aino Shoes,3,6
10358,8,Babywear,0-3 Years,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"131,5008","28,31","159,81","7,61","61,24",20,24/02/2012,1,36,Mehmet-Tröja,3,17
10401,8,Babywear,0-3 Years,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"388,5473","80,71","469,26","0,00","35,90",18,18/10/2010,1,30,Baby Dark Lounge Suit,3,13
10383,8,Babywear,0-3 Years,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"433,5408","90,06","523,60","0,00","57,13",20,29/02/2012,1,13,Aino Shoes,3,6
10930,8,Babywear,0-3 Years,82,Bond Ltd,Mark Stark,Kirkland,USA,USA,"1266,111","456,49","1722,60","287,10","47,70",30,11/10/2012,1,58,Ga-Ga Dress,3,27
10620,1,Men´s Clothes,Fashion for Men,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"17,8605","4,19","22,05","0,00","79,96",5,08/01/2011,1,24,Samba Socker  Socks,3,10
10851,1,Men´s Clothes,Fashion for Men,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"78,057","14,87","92,93","4,43","30,43",5,01/08/2012,1,2,Mr X Trousers,3,1
11031,1,Men´s Clothes,Fashion for Men,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"83,7194","11,20","94,92","0,00","28,48",21,21/02/2012,1,24,Samba Socker  Socks,3,10
10810,1,Men´s Clothes,Fashion for Men,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"107,2845","25,17","132,45","0,00","58,10",5,06/11/2012,1,70,US-Master Jeans,3,7
10932,1,Men´s Clothes,Fashion for Men,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"137,9448","34,10","172,04","15,64","37,35",20,11/03/2012,1,75,Bow tie,3,12
11031,1,Men´s Clothes,Fashion for Men,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"406,0022","54,32","460,32","0,00","28,48",16,21/02/2012,1,71,Atles Lussekofta,3,15
11031,1,Men´s Clothes,Fashion for Men,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"851,3505","113,90","965,25","0,00","28,48",45,21/02/2012,1,1,Lenin Jeansshorts,3,1
10495,2,Womens wear,Fashion for Women,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"54,3168","11,28","65,60","0,00","46,62",5,24/10/2010,1,77,Skirt,3,12
10351,2,Womens wear,Fashion for Women,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"87,0912","18,75","105,84","5,04","65,12",10,17/09/2009,1,65,Stretch oui-pants,3,2
10351,2,Womens wear,Fashion for Women,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"1296,6912","279,15","1575,84","75,04","65,12",20,17/09/2009,1,38,Le Baby Dress,3,18
10351,2,Womens wear,Fashion for Women,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"4905,7747","1056,10","5961,88","283,90","65,12",77,17/09/2009,1,44,Okkaba Skin Jackets,3,20
10810,3,Sportwear,Sports…,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"54,3915","12,76","67,15","0,00","58,10",5,06/11/2012,1,25,Basket Vest,3,11
10851,3,Sportwear,Sports…,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"116,1594","22,13","138,29","6,59","30,43",10,01/08/2012,1,25,Basket Vest,3,11
10836,3,Sportwear,Sports…,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"246,6072","32,99","279,60","0,00","76,57",60,21/05/2012,1,60,Game Over T-Shirt,3,28
10932,3,Sportwear,Sports…,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"263,6542","49,52","313,17","28,47","37,35",30,11/03/2012,1,16,Wimbledon T-Shirt,3,7
10851,3,Sportwear,Sports…,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"327,8394","62,45","390,29","18,59","30,43",42,01/08/2012,1,59,Rasta WCT,3,28
10932,3,Sportwear,Sports…,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"337,4879","78,93","416,42","37,86","37,35",14,11/03/2012,1,62,Sheat Shoes,3,29
10680,3,Sportwear,Sports…,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"345,465","187,66","533,13","106,63","79,63",50,29/04/2011,1,16,Wimbledon T-Shirt,3,7
10564,3,Sportwear,Sports…,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"717,8625","212,70","930,56","44,31","35,94",25,16/11/2009,1,55,Feiss Fleece Trousers,3,25
10836,4,Bath Clothes,Beachwear,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"35,0965","3,18","38,28","0,00","76,57",6,21/05/2012,1,35,LA. Shorts,3,16
10564,4,Bath Clothes,Beachwear,42,Millenium,Joe Barry,Vancouver,CAN,Canada,"37,422","11,09","48,51","2,31","35,94",6,16/11/2009,1,31,Rossi Bermuda Shorts,3,14
